Reference,Name,Length,CAI,%G+C,%G+C(1),%G+C(2),%G+C(3),Nc
Eptesicus fuscus,FJ712196,1353,0.731,44.1,47.5,39,45.7,58.7
Eptesicus fuscus,FJ719751,1353,0.729,44.5,47.5,39,47,58.9
Eptesicus fuscus,FJ719753,1353,0.73,44.1,47.5,38.8,46.1,59.6
Eptesicus fuscus,FJ719755,1353,0.732,44.6,47.5,39,47.2,59.5
Eptesicus fuscus,GU647092,1353,0.73,44.2,47.5,38.8,46.3,59.9
Eptesicus fuscus,HQ118114,1353,0.73,44.1,47.5,39,45.7,59.4
Eptesicus fuscus,JN974877,1353,0.731,44.1,47.5,39.2,45.7,59.4
Eptesicus fuscus,JQ950446,1353,0.727,44.6,47.9,39,46.8,59.4
Eptesicus fuscus,JQ950448,1353,0.731,44.3,47.7,39,46.3,59.3
Eptesicus fuscus,KF726852,1353,0.73,44.7,47.9,39.2,47,59.5
Eptesicus fuscus,KP319185,1353,0.732,44.4,47.5,38.8,47,59.6
Eptesicus fuscus,KP319186,1353,0.729,44.5,47.5,39,47,58.8
Eptesicus fuscus,KP319187,1353,0.732,44.1,47.5,38.8,46.1,59.7
Eptesicus fuscus,KP319188,1353,0.73,44.6,47.5,39,47.2,58.9
Eptesicus fuscus,KP319191,1353,0.73,44.1,47.5,38.8,46.1,59.6
Eptesicus fuscus,KP319193,1353,0.731,44.2,47.5,39,46.1,59.4
Eptesicus fuscus,KP319194,1353,0.728,44.6,48.1,39,46.8,59.4
Eptesicus fuscus,KP319195,1353,0.73,44.7,47.9,39,47.2,59.3
Eptesicus fuscus,KP319199,1353,0.728,44.4,47.5,39.2,46.6,58.5
Eptesicus fuscus,KP319201,1353,0.727,44.3,47.5,39.2,46.3,58.4
Eptesicus fuscus,KP319203,1353,0.732,44.3,47.5,39,46.6,59.3
Eptesicus fuscus,KP319204,1353,0.732,44.3,47.5,39,46.6,59.3
Eptesicus fuscus,KP319205,1353,0.729,44.5,47.7,39.5,46.3,59.4
Eptesicus fuscus,KP319206,1353,0.739,44.3,47.5,38.8,46.8,59.6
Eptesicus fuscus,KP319207,1353,0.738,44.4,47.5,38.8,47,59.6
Eptesicus fuscus,MT068612,1353,0.73,44.5,47.2,39.2,47,57.9
Eptesicus fuscus,MT068615,1353,0.733,44.5,47.7,39,46.8,59
Eptesicus fuscus,AY854505,1353,0.738,44.1,47.5,39,45.7,56
Eptesicus fuscus,AY854525,1353,0.738,44.2,47.7,39,45.9,55.7
Eptesicus fuscus,AY854531,1353,0.741,44.2,47.9,39.2,45.5,54.5
Eptesicus fuscus,AY854544,1353,0.745,44.5,47.7,39.2,46.6,55.8
Eptesicus fuscus,AY854546,1353,0.745,44.5,47.7,39.2,46.6,55.5
Eptesicus fuscus,AY854558,1353,0.737,44.8,47.5,39.2,47.7,55.6
Eptesicus fuscus,AY854567,1353,0.732,44.8,48.1,39,47.2,55.9
Eptesicus fuscus,AY854573,1353,0.734,44.4,48.1,39,46.1,55.6
Eptesicus fuscus,AY854576,1353,0.74,43.9,47.9,39,44.8,54.5
Eptesicus fuscus,AB284509,1353,0.742,44.9,47.9,38.8,48.1,53.2
Eptesicus fuscus,AB284511,1353,0.742,44.9,47.7,38.8,48.1,53.2
Eptesicus fuscus,AB284512,1353,0.739,44.9,47.9,38.8,47.9,53.3
Eptesicus fuscus,AB284513,1353,0.742,44.9,47.7,38.8,48.1,52.2
Eptesicus fuscus,AB284514,1353,0.742,44.9,47.7,38.8,48.1,53.5
Eptesicus fuscus,EU853582,1353,0.737,44.7,48.1,39,47,52.8
Eptesicus fuscus,EU853584,1353,0.732,44.6,48.3,38.8,46.6,52.4
Eptesicus fuscus,EU853586,1353,0.733,44.5,48.3,38.8,46.3,52.2
Eptesicus fuscus,EU853587,1353,0.73,44.2,48.1,38.8,45.7,51.4
Eptesicus fuscus,EU853590,1353,0.729,44.1,48.1,38.6,45.7,51.8
Eptesicus fuscus,HM179504,1353,0.728,44.1,48.1,39,45,53.8
Eptesicus fuscus,HM179505,1353,0.731,44.6,48.1,39,46.6,53.3
Eptesicus fuscus,HM179506,1353,0.74,44.5,48.1,38.8,46.6,52.9
Eptesicus fuscus,KF155002,1353,0.741,44.9,48.1,38.6,48.1,53.4
Eptesicus fuscus,KR534217,1353,0.739,44.6,48.1,38.8,47,52.8
Eptesicus fuscus,KR534218,1353,0.738,44.6,48.1,38.8,46.8,52.8
Eptesicus fuscus,KR534219,1353,0.728,43.8,47.9,38.6,45,52.3
Eptesicus fuscus,KR534228,1353,0.727,43.9,47.9,38.6,45.2,52.8
Eptesicus fuscus,KR534229,1353,0.737,44.7,48.1,38.8,47.2,54
Eptesicus fuscus,KR534230,1353,0.726,44.3,48.1,38.8,46.1,52.8
Eptesicus fuscus,KR534233,1353,0.736,44.6,48.1,38.8,47,53.9
Eptesicus fuscus,KR534238,1353,0.727,43.8,47.9,38.6,45,52.8
Eptesicus fuscus,KR534244,1353,0.737,44.7,48.1,38.8,47.2,53.9
Eptesicus fuscus,KR534250,1353,0.738,44.9,48.1,38.8,47.7,53.8
Eptesicus fuscus,KR534251,1353,0.727,43.9,47.9,38.6,45.2,52.7
Eptesicus fuscus,KR534252,1353,0.722,44.1,47.9,38.6,45.7,52.7
Eptesicus fuscus,KR534253,1353,0.738,44.6,48.1,38.8,46.8,53.4
Eptesicus fuscus,KR906735,1353,0.735,44.9,48.3,38.8,47.5,54.4
Eptesicus fuscus,KR906736,1353,0.735,44.8,48.3,38.8,47.2,54.5
Eptesicus fuscus,KR906739,1353,0.733,44.1,47.9,38.6,45.7,52.9
Eptesicus fuscus,KR906741,1353,0.733,44.4,48.1,38.8,46.3,53.8
Eptesicus fuscus,KR906742,1353,0.74,44.9,48.1,38.8,47.9,53.9
Eptesicus fuscus,KR906744,1353,0.732,44,47.9,38.6,45.5,53
Eptesicus fuscus,KR906745,1353,0.741,44.6,47.9,38.8,47.2,53.4
Eptesicus fuscus,KR906746,1353,0.728,44.1,48.1,38.8,45.2,52.2
Eptesicus fuscus,KR906747,1353,0.729,44.2,48.1,38.8,45.7,52.3
Eptesicus fuscus,KR906748,1353,0.733,43.5,47.5,38.8,44.3,54.3
Eptesicus fuscus,KR906749,1353,0.734,44.4,47.9,38.8,46.6,53.7
Eptesicus fuscus,KR906751,1353,0.729,44.2,48.1,38.6,45.9,52.5
Eptesicus fuscus,KR906756,1353,0.738,44.8,48.1,38.8,47.5,53.7
Eptesicus fuscus,KR906757,1353,0.733,44.2,48.1,38.4,46.1,52.2
Eptesicus fuscus,KR906759,1353,0.727,43.9,47.9,38.6,45.2,53.2
Eptesicus fuscus,KR906762,1353,0.743,44.9,47.9,38.8,47.9,54
Eptesicus fuscus,KR906763,1353,0.736,44.8,48.1,38.8,47.5,54.3
Eptesicus fuscus,KR906765,1353,0.737,44.9,48.3,38.8,47.7,55
Eptesicus fuscus,KR906766,1353,0.735,44.9,48.3,38.8,47.5,54.4
Eptesicus fuscus,KR906767,1353,0.736,44.6,48.1,38.8,47,53.3
Eptesicus fuscus,KR906770,1353,0.724,44.1,47.9,38.8,45.7,53
Eptesicus fuscus,KR906773,1353,0.738,44.6,48.1,38.8,47,54.4
Eptesicus fuscus,KR906780,1353,0.738,44.6,48.1,38.8,47,53.4
Eptesicus fuscus,KR906784,1353,0.723,44.2,47.9,38.8,45.9,53.2
Eptesicus fuscus,KR906790,1353,0.726,44.4,48.3,38.6,46.3,53.1
Eptesicus fuscus,KR906792,1353,0.738,45,48.3,38.8,47.9,53.8
Eptesicus fuscus,KT336432,1353,0.736,44.6,47.9,39,47,53.4
Eptesicus fuscus,KT336433,1353,0.737,44.4,48.1,39,46.1,53.1
Eptesicus fuscus,KT336434,1353,0.736,44.9,48.1,39,47.7,52.9
Eptesicus fuscus,KT336435,1353,0.734,44.2,47.9,39,45.7,53.7
Eptesicus fuscus,KT336436,1353,0.733,44.4,47.9,39,46.3,53
Eptesicus fuscus,KT336437,1353,0.734,44.3,47.9,39.2,45.7,54.4
Eptesicus fuscus,KX148203,1353,0.729,44.6,48.1,39,46.6,53.1
Eptesicus fuscus,KX148204,1353,0.73,43.9,47.9,39,44.8,52.2
Eptesicus fuscus,KX148206,1353,0.73,43.9,47.9,38.6,45.2,53.5
Eptesicus fuscus,KX148208,1353,0.736,44.3,47.9,38.8,46.1,53.2
Eptesicus fuscus,KY210224,1353,0.738,44.9,48.1,38.8,47.9,53.9
Eptesicus fuscus,KY210243,1353,0.738,44.8,48.1,38.8,47.5,53.7
Eptesicus fuscus,KY210247,1353,0.736,44.8,48.1,38.8,47.5,54.1
Eptesicus fuscus,KY210249,1353,0.737,44.8,48.1,38.8,47.5,53.9
Eptesicus fuscus,KY210253,1353,0.723,43.8,47.9,38.8,44.8,53.1
Eptesicus fuscus,KY210263,1353,0.726,44.3,48.1,38.6,46.3,53.2
Eptesicus fuscus,KY210264,1353,0.728,44.1,47.9,38.8,45.7,52.9
Eptesicus fuscus,KY210279,1353,0.724,44.2,48.1,38.8,45.7,53.4
Eptesicus fuscus,KY210287,1353,0.737,44.6,48.1,38.8,46.8,53.4
Eptesicus fuscus,KY210304,1353,0.725,44.2,47.9,38.8,45.9,53.1
Eptesicus fuscus,KY563717,1353,0.733,45,48.3,39.2,47.5,52.9
Eptesicus fuscus,LC029890,1353,0.733,44.2,47.7,38.8,46.1,53.6
Eptesicus fuscus,MN726804,1353,0.74,44.9,48.1,38.6,47.9,53.7
Eptesicus fuscus,MN726826,1353,0.74,44.8,47.9,38.8,47.7,54.1
Eptesicus fuscus,MN726827,1353,0.741,44.9,47.9,38.8,47.9,54.1
Eptesicus fuscus,MT454631,1353,0.736,44.7,47.9,39,47.2,53.6
Eptesicus fuscus,MT454635,1353,0.738,44.6,47.9,39,47,53.2
Eptesicus fuscus,MT454637,1353,0.737,44.8,47.9,39,47.5,53.4
Eptesicus fuscus,MT454641,1353,0.736,44.6,47.9,39,46.8,53.5
Eptesicus fuscus,MT454643,1353,0.727,44.3,48.3,39,45.5,51.6
Eptesicus fuscus,MT454644,1353,0.731,44.1,48.1,38.8,45.2,51.9
Eptesicus fuscus,MT454645,1353,0.727,44.2,48.3,39,45.2,51.6
Eptesicus fuscus,OK317992,1353,0.736,44.2,48.1,39,45.5,51.6
Eptesicus fuscus,OK317993,1353,0.738,44.3,48.1,39,45.9,51.6
Eptesicus fuscus,OK317995,1353,0.736,44.1,48.1,39,45.2,51.7
Eptesicus fuscus,OK317996,1353,0.736,44.1,48.1,39,45.2,51.6
Eptesicus fuscus,OK317998,1353,0.736,44.3,48.3,39,45.5,52.3
Eptesicus fuscus,OK317999,1353,0.733,44.1,48.3,39,44.8,51.4
Eptesicus fuscus,OP375406,1353,0.738,44.9,48.1,39,47.5,54
Eptesicus fuscus,OP375407,1353,0.739,44.9,48.1,38.6,47.9,54.1
Eptesicus fuscus,OP375410,1353,0.738,44.9,48.1,38.8,47.9,53.8
Eptesicus fuscus,OP375413,1353,0.741,44.9,47.9,38.8,47.9,54.2
Eptesicus fuscus,OP375414,1353,0.742,44.5,47.9,38.8,46.8,53.2
Eptesicus fuscus,OP375415,1353,0.741,44.6,47.9,38.8,47,53.5
Eptesicus fuscus,OP375418,1353,0.74,44.9,47.9,38.8,47.9,54.1
Eptesicus fuscus,OP375421,1353,0.737,44.7,48.1,38.8,47.2,53.9
Eptesicus fuscus,OP375423,1353,0.732,44.5,48.1,38.8,46.6,54.3
Eptesicus fuscus,OR045939,1353,0.734,43.8,47.7,38.8,44.8,54.3
Eptesicus fuscus,OR045949,1353,0.739,44.7,48.1,38.8,47.2,53.3
Eptesicus fuscus,OR270973,1353,0.742,44.6,47.9,38.8,47.2,54.8
Eptesicus fuscus,OR270979,1353,0.739,44.6,48.1,38.8,47,55.3
Eptesicus fuscus,OR270997,1353,0.741,44.6,47.9,38.8,47,54.7
Eptesicus fuscus,OR270998,1353,0.741,44.6,47.7,38.8,47.2,54.4
Eptesicus fuscus,OR270999,1353,0.741,44.7,47.9,38.8,47.5,54.4
Eptesicus fuscus,OR271001,1353,0.741,44.6,47.9,38.8,47,54.8
Eptesicus fuscus,OR271003,1353,0.742,44.6,47.7,38.8,47.2,54.4
Eptesicus fuscus,PV855388,1353,0.733,44.4,47.9,39,46.3,53.4
Eptesicus fuscus,PV855390,1353,0.732,44.6,48.1,39,46.8,53.3
Eptesicus fuscus,PV855392,1353,0.733,44.5,47.9,39,46.6,53.5
Eptesicus fuscus,PV855393,1353,0.736,44.3,47.7,38.8,46.6,53.5
Eptesicus fuscus,PV855394,1353,0.734,44.4,47.7,39,46.6,53.6
Eptesicus fuscus,PV855397,1353,0.732,44.5,48.1,39,46.3,53.4
Eptesicus fuscus,PV855415,1353,0.734,44.6,48.1,39,46.6,53.2
Eptesicus fuscus,EU345002,1353,0.751,44.3,46.8,38.8,47.5,57.7
Eptesicus fuscus,EU345003,1353,0.745,44.2,46.8,38.8,47,58.9
Eptesicus fuscus,EU345004,1353,0.743,44,46.8,38.8,46.3,58.4
Eptesicus fuscus,JQ685938,1353,0.746,44.1,45.9,38.8,47.5,58
Eptesicus fuscus,JQ685968,1353,0.747,43.8,45.9,38.8,46.8,58.6
Eptesicus fuscus,MW055084,1353,0.752,44.3,46.8,38.4,47.7,57.1
Eptesicus fuscus,MW055085,1353,0.751,44.4,47,38.6,47.7,57.1
Eptesicus fuscus,MW055086,1353,0.749,44.1,45.9,39,47.2,57.7
Eptesicus fuscus,MW055087,1353,0.75,44,45.7,38.8,47.5,58.2
Eptesicus fuscus,AB519642,1353,0.749,43.5,46.3,39.9,44.3,55.4
Eptesicus fuscus,AF070449,1353,0.75,44,46.3,40.1,45.5,56.1
Eptesicus fuscus,AF351847,1353,0.745,43.7,46.3,40.1,44.6,56.8
Eptesicus fuscus,AF351852,1353,0.747,43.5,46.1,39.9,44.6,55.4
Eptesicus fuscus,AY854587,1353,0.75,43.8,46.1,40.6,44.6,55.9
Eptesicus fuscus,AY854592,1353,0.751,44.1,46.3,39.9,46.1,56.5
Eptesicus fuscus,AY854594,1353,0.754,44.1,46.3,39.9,46.1,56.3
Eptesicus fuscus,AY877433,1353,0.755,44.6,46.3,40.4,47.2,55.5
Eptesicus fuscus,AY877434,1353,0.747,43.6,46.3,39.9,44.6,56.8
Eptesicus fuscus,AY877435,1353,0.751,43.7,46.6,39.9,44.6,55.9
Eptesicus fuscus,GU592648,1353,0.752,43.3,46.1,39.9,43.9,55.6
Eptesicus fuscus,KF656696,1353,0.757,43.8,46.3,39.9,45.2,56.1
Eptesicus fuscus,KF864234,1353,0.751,44.3,46.6,40.1,46.3,56.1
Eptesicus fuscus,KF864322,1353,0.747,44.3,46.6,40.1,46.1,56.9
Eptesicus fuscus,KF864397,1353,0.741,43.6,46.6,39.7,44.6,56.5
Eptesicus fuscus,KM594040,1353,0.748,43.7,46.1,39.9,45,56.5
Eptesicus fuscus,KM594041,1353,0.757,43.5,46.1,39.9,44.6,53.4
Eptesicus fuscus,KM594042,1353,0.751,44,46.1,39.9,45.9,56.9
Eptesicus fuscus,KP202393,1353,0.748,43.6,46.6,39.7,44.6,56.4
Eptesicus fuscus,KT023101,1353,0.755,43.5,46.3,39.7,44.3,53.7
Eptesicus fuscus,MN968374,1353,0.754,44.5,46.1,39.9,47.5,56.7
Eptesicus fuscus,MN968375,1353,0.754,44.6,46.3,39.9,47.5,56.8
Eptesicus fuscus,MN968377,1353,0.753,44.6,46.3,39.9,47.5,56.6
Eptesicus fuscus,MN968386,1353,0.754,44.6,46.3,39.9,47.7,56.7
Eptesicus fuscus,MT891038,1353,0.749,43.6,45.9,39.5,45.5,55.5
Eptesicus fuscus,MW249020,1353,0.752,43.9,46.1,39.9,45.7,56.3
Eptesicus fuscus,MW579786,1353,0.749,43.2,46.3,39.9,43.2,55.4
Eptesicus fuscus,MW579820,1353,0.747,43.2,46.3,39.9,43.2,55.5
Eptesicus fuscus,MW579824,1353,0.757,44.2,46.1,40.1,46.3,55.9
Eptesicus fuscus,MW579833,1353,0.747,43.2,46.3,39.9,43.2,55.3
Eptesicus fuscus,PQ379829,1353,0.744,44.3,46.6,39.7,46.8,56.5
Eptesicus fuscus,PQ379831,1353,0.753,43.7,45.2,40.4,45.5,54.6
Eptesicus fuscus,PQ379832,1353,0.749,44.2,46.3,39.9,46.3,56
Eptesicus fuscus,PQ379834,1353,0.753,44.7,46.6,39.7,47.9,56.3
Eptesicus fuscus,PQ379836,1353,0.751,44.6,46.3,39.9,47.5,56.7
Eptesicus fuscus,PQ379849,1353,0.751,43.7,46.1,40.1,44.8,55.8
Eptesicus fuscus,PQ510120,1353,0.748,43.8,46.6,40.1,44.6,54.9
Eptesicus fuscus,PQ603086,1353,0.746,44.3,46.3,39.7,46.8,56.4
Eptesicus fuscus,PQ671599,1353,0.76,43.6,45.9,40.1,44.8,53.2
Eptesicus fuscus,PQ671601,1353,0.759,43.4,46.1,40.1,43.9,52.2
Eptesicus fuscus,AF351849,1353,0.753,43.3,45.7,39.7,44.6,56.3
Eptesicus fuscus,AF394876,1353,0.755,43.6,45.9,39.9,45,55.8
Eptesicus fuscus,GU644760,1353,0.754,43.1,45.7,39.5,44.1,55.9
Eptesicus fuscus,GU644761,1353,0.753,43.3,45.7,39.7,44.6,56.1
Eptesicus fuscus,GU644762,1353,0.753,43.1,45.5,39.7,44.1,56
Eptesicus fuscus,GU644763,1353,0.755,43.2,45.7,39.5,44.3,55.9
Eptesicus fuscus,GU644764,1353,0.754,43.1,45.5,39.7,44.1,55.8
Eptesicus fuscus,GU644765,1353,0.751,43,45.5,39.7,43.9,56
Eptesicus fuscus,GU644766,1353,0.753,42.9,45.5,39.7,43.7,55.8
Eptesicus fuscus,GU644767,1353,0.749,43,45.5,39.7,43.9,56.1
Eptesicus fuscus,GU644768,1353,0.753,43.1,45.5,39.7,44.1,55.9
Eptesicus fuscus,GU644769,1353,0.753,43,45.7,39.7,43.7,56
Eptesicus fuscus,GU644770,1353,0.752,43.3,45.7,39.7,44.6,56.4
Eptesicus fuscus,GU644771,1353,0.754,43.3,45.7,39.7,44.6,56.3
Eptesicus fuscus,GU644772,1353,0.752,43.3,45.5,40.1,44.3,56.1
Eptesicus fuscus,GU644773,1353,0.753,43,45.5,39.5,44.1,55.9
Eptesicus fuscus,GU644774,1353,0.753,43.1,45.5,39.7,44.1,56.2
Eptesicus fuscus,GU644775,1353,0.754,43,45.5,39.5,44.1,55.9
Eptesicus fuscus,GU644776,1353,0.75,42.9,45.5,39.7,43.7,56
Eptesicus fuscus,GU644777,1353,0.752,43.2,45.5,39.7,44.6,55.9
Eptesicus fuscus,GU644778,1353,0.754,43.2,45.5,39.7,44.6,55.6
Eptesicus fuscus,GU644779,1353,0.753,43.1,45.5,39.7,44.1,55.7
Eptesicus fuscus,GU644780,1353,0.753,43.3,45.5,39.7,44.8,56.5
Eptesicus fuscus,GU644781,1353,0.751,43.2,45.5,39.9,44.1,56.3
Eptesicus fuscus,GU644782,1353,0.753,43.3,45.7,39.7,44.6,56.3
Eptesicus fuscus,GU644784,1353,0.753,43.1,45.2,39.7,44.3,56
Eptesicus fuscus,GU644785,1353,0.753,43.1,45.5,39.7,44.1,56.1
Eptesicus fuscus,GU644786,1353,0.753,43.5,45.7,39.7,45,56.5
Eptesicus fuscus,GU644787,1353,0.754,43.1,45.5,39.7,44.1,55.2
Eptesicus fuscus,GU644788,1353,0.752,43.2,45.7,39.5,44.3,56.1
Eptesicus fuscus,JQ685905,1353,0.753,43.2,45.7,39.7,44.3,56.2
Eptesicus fuscus,AF351828,1353,0.757,44.6,46.6,39.7,47.7,53.5
Eptesicus fuscus,AF351831,1353,0.745,44.2,46.8,39.5,46.3,55
Eptesicus fuscus,AF351832,1353,0.755,44.1,45.7,39,47.7,55.2
Eptesicus fuscus,AF351833,1353,0.753,43.8,46.1,39.7,45.7,53.1
Eptesicus fuscus,AF351855,1353,0.745,43.9,47,39,45.7,53.1
Eptesicus fuscus,AF351861,1353,0.754,44.1,46.3,39.5,46.3,54.9
Eptesicus fuscus,AF351862,1353,0.754,43.8,45.9,39.2,46.3,53.2
Eptesicus fuscus,AY039227,1353,0.753,43.8,46.1,39.5,45.9,55.6
Eptesicus fuscus,AY039228,1353,0.754,43.6,46.1,39.2,45.5,53.2
Eptesicus fuscus,AY039229,1353,0.753,43.8,46.1,39.2,45.9,54.2
Eptesicus fuscus,GU644652,1353,0.758,43.9,46.3,39.5,45.9,53.2
Eptesicus fuscus,GU644654,1353,0.752,43.4,46.1,39.2,44.8,53.4
Eptesicus fuscus,GU644655,1353,0.754,43.6,46.1,39.5,45.2,53.3
Eptesicus fuscus,GU644656,1353,0.756,43.7,46.1,39.2,45.7,53.2
Eptesicus fuscus,GU644657,1353,0.757,44.1,46.1,39.2,46.8,53
Eptesicus fuscus,GU644658,1353,0.757,43.8,46.1,39.2,45.9,53.4
Eptesicus fuscus,GU644659,1353,0.759,43.5,45.9,39.2,45.5,53.2
Eptesicus fuscus,GU644660,1353,0.76,44,46.1,39.2,46.6,53.4
Eptesicus fuscus,GU644661,1353,0.759,43.8,45.9,39.2,46.1,53.3
Eptesicus fuscus,GU644662,1353,0.758,44.1,46.1,39.2,46.8,53.4
Eptesicus fuscus,GU644663,1353,0.759,44.1,46.1,39.5,46.6,53.4
Eptesicus fuscus,GU644664,1353,0.761,44.2,46.1,39.2,47.2,53.2
Eptesicus fuscus,GU644665,1353,0.757,43.9,46.1,39,46.6,53.7
Eptesicus fuscus,GU644666,1353,0.76,44,46.1,39.2,46.6,54.1
Eptesicus fuscus,GU644667,1353,0.758,43.8,46.1,39.2,46.1,53.5
Eptesicus fuscus,GU644668,1353,0.764,44,45.9,39.2,46.8,53.1
Eptesicus fuscus,GU644669,1353,0.759,43.8,46.1,39.2,45.9,53.5
Eptesicus fuscus,GU644670,1353,0.763,44.1,46.1,39.2,47,54.4
Eptesicus fuscus,GU644671,1353,0.759,43.5,46.1,39.2,45.2,52.5
Eptesicus fuscus,GU644676,1353,0.753,43.7,46.1,39.2,45.7,54.4
Eptesicus fuscus,GU644677,1353,0.753,44,46.1,39.2,46.6,54
Eptesicus fuscus,GU644684,1353,0.752,43.5,46.1,39.2,45.2,53.3
Eptesicus fuscus,GU644689,1353,0.751,43.5,46.3,39.2,45,53.2
Eptesicus fuscus,GU644690,1353,0.751,43.6,46.3,39.2,45.2,53.2
Eptesicus fuscus,GU644695,1353,0.752,43.6,46.3,39.2,45.2,53.3
Eptesicus fuscus,AF351845,1353,0.751,44.8,46.1,39.9,48.3,57
Eptesicus fuscus,AF351846,1353,0.752,45,46.3,39.9,48.8,57.3
Eptesicus fuscus,AF351858,1353,0.749,45.3,46.3,40.1,49.4,56.8
Eptesicus fuscus,AF394883,1353,0.751,44.9,46.3,39.9,48.3,57.1
Eptesicus fuscus,AF394884,1353,0.75,44.8,46.1,39.9,48.3,56.7
Eptesicus fuscus,GU644712,1353,0.75,45.1,46.1,39.9,49.2,57.6
Eptesicus fuscus,GU644713,1353,0.749,45.1,46.1,40.1,49,58.4
Eptesicus fuscus,GU644714,1353,0.753,45.2,46.1,39.9,49.4,57.1
Eptesicus fuscus,GU644715,1353,0.75,44.9,46.1,39.9,48.8,57.4
Eptesicus fuscus,GU644716,1353,0.751,45.1,46.3,39.9,49,57.3
Eptesicus fuscus,GU644717,1353,0.749,44.9,45.9,39.9,48.8,57
Eptesicus fuscus,GU644718,1353,0.753,44.9,45.9,39.9,49,57.2
Eptesicus fuscus,GU644719,1353,0.752,45.1,46.1,39.9,49.2,57.6
Eptesicus fuscus,GU644720,1353,0.751,45,46.1,39.9,49,57.7
Eptesicus fuscus,GU644721,1353,0.751,44.9,46.1,39.9,48.8,57.3
Eptesicus fuscus,JQ685947,1353,0.75,44.9,46.1,39.9,48.6,56.5
